sample_id,variety,region,quality_score,quality_category,ripeness_index,ripeness_category,sugar_content_brix,firmness_kgf,length_cm,weight_g,harvest_date,tree_age_years,altitude_m,rainfall_mm,soil_nitrogen_ppm
401,Fehi,India,1.53,Processing,2.0,Green,17.38,0.8,12.47,121.48,2023-10-22,14.3,98.4,1998.1,140.5
402,Plantain,India,1.54,Processing,2.01,Turning,15.5,0.93,20.37,244.34,2023-09-20,17.9,1035.9,2863.1,65.9
403,Red Dacca,Ecuador,1.47,Unripe,1.22,Green,17.87,5.0,14.92,242.88,2023-09-18,5.7,858.6,2166.7,116.4
404,Cavendish,Colombia,2.48,Processing,5.42,Ripe,17.18,1.97,17.16,122.1,2023-10-23,17.7,606.8,2076.8,67.2
405,Fehi,Philippines,3.24,Good,4.98,Ripe,19.74,3.87,29.79,139.17,2023-09-12,3.1,545.4,1909.0,41.8
406,Plantain,Honduras,2.66,Good,3.85,Turning,19.24,4.13,23.69,232.24,2023-10-04,18.0,325.2,1418.6,87.4
407,Blue Java,Philippines,3.01,Good,6.07,Overripe,17.55,4.36,28.98,244.33,2023-10-30,7.9,1004.4,1007.4,54.1
408,Fehi,Costa Rica,2.09,Processing,5.83,Ripe,16.53,4.99,12.85,155.38,2023-10-17,7.7,1456.0,1483.0,111.6
409,Plantain,Guatemala,2.92,Good,4.51,Ripe,21.92,1.59,17.64,134.57,2023-10-10,11.2,263.6,2019.4,47.8
410,Blue Java,Philippines,2.83,Good,6.21,Overripe,18.18,0.68,21.09,169.44,2023-10-11,18.9,895.7,1759.9,106.6
411,Red Dacca,Brazil,2.1,Processing,2.24,Turning,19.82,2.35,11.54,196.92,2023-10-23,2.9,636.3,1897.0,39.9
412,Fehi,Philippines,1.16,Unripe,1.67,Green,15.98,1.09,10.08,126.49,2023-09-08,8.3,670.0,2961.3,137.5
413,Blue Java,Costa Rica,2.24,Processing,2.62,Turning,18.4,0.6,23.41,205.2,2023-09-11,17.4,381.2,1700.5,153.2
414,Cavendish,Honduras,1.58,Processing,1.34,Green,15.19,2.12,22.84,88.78,2023-09-05,9.1,1237.7,1904.4,31.0
415,Red Dacca,Philippines,2.4,Processing,4.19,Ripe,18.54,4.03,18.22,88.38,2023-09-15,5.6,727.9,1267.0,98.9
416,Cavendish,Brazil,3.46,Good,6.62,Overripe,21.75,3.05,19.79,145.67,2023-09-12,9.6,815.1,1095.9,23.5
417,Burro,Ecuador,1.77,Processing,1.24,Green,17.69,1.91,18.31,140.09,2023-09-24,8.9,457.1,2550.8,123.7
418,Lady Finger,Guatemala,1.12,Unripe,1.73,Green,15.27,3.44,10.48,133.66,2023-09-21,18.5,272.7,2141.4,60.2
419,Fehi,Costa Rica,1.75,Processing,3.71,Turning,15.22,1.54,16.71,163.47,2023-09-27,15.7,128.9,2521.4,110.2
420,Blue Java,Ecuador,2.52,Good,6.6,Overripe,17.72,0.56,13.54,134.52,2023-09-14,11.1,1071.2,1299.7,108.3
421,Lady Finger,Ecuador,1.5,Unripe,2.9,Turning,16.12,3.94,11.97,112.68,2023-10-03,19.8,294.4,2143.7,185.6
422,Lady Finger,Ecuador,2.32,Processing,4.04,Ripe,15.16,3.31,29.13,132.61,2023-10-21,10.4,1035.1,1507.3,114.3
423,Blue Java,India,2.27,Processing,1.25,Green,20.29,3.93,21.99,245.73,2023-09-19,3.0,585.6,1456.1,120.8
424,Red Dacca,Guatemala,2.11,Processing,1.89,Green,18.21,0.68,24.57,149.89,2023-09-27,6.7,623.7,1023.1,86.3
425,Fehi,Honduras,2.6,Good,6.92,Overripe,17.02,4.27,16.31,155.6,2023-10-07,9.8,703.8,1260.7,190.3
426,Burro,Colombia,3.39,Good,6.79,Overripe,21.3,3.29,17.86,178.01,2023-10-01,4.8,551.6,1618.5,157.7
427,Cavendish,Guatemala,1.28,Unripe,1.03,Green,15.81,3.04,14.74,247.17,2023-10-16,19.1,150.9,1233.8,64.2
428,Plantain,India,3.14,Good,6.71,Overripe,21.69,3.31,11.94,121.07,2023-09-05,15.8,464.4,2971.7,170.4
429,Cavendish,Colombia,2.09,Processing,4.83,Ripe,17.2,4.39,13.58,195.82,2023-10-08,6.8,995.6,1617.3,92.2
430,Plantain,Guatemala,3.62,Premium,6.21,Overripe,21.22,3.14,25.95,201.72,2023-09-22,12.6,998.7,1260.6,167.4
431,Cavendish,Ecuador,2.73,Good,3.73,Turning,19.22,3.11,23.55,183.25,2023-10-31,15.0,429.3,1398.2,166.3
432,Blue Java,Costa Rica,2.77,Good,4.09,Ripe,20.79,4.96,20.94,95.06,2023-09-30,18.9,690.2,2175.4,45.9
433,Burro,Colombia,2.82,Good,3.93,Turning,21.89,3.91,19.5,195.07,2023-09-16,17.9,290.2,1128.1,143.2
434,Fehi,Brazil,2.87,Good,5.0,Ripe,17.02,2.49,28.45,90.9,2023-09-17,11.3,315.6,2724.9,65.2
435,Plantain,Brazil,2.11,Processing,1.84,Green,21.73,3.68,11.45,181.34,2023-09-30,15.9,34.6,2923.0,66.5
436,Fehi,Philippines,1.69,Processing,1.18,Green,17.73,2.25,15.61,205.73,2023-09-16,12.1,1345.1,1493.5,66.3
437,Fehi,Colombia,2.0,Processing,2.85,Turning,17.7,1.53,17.0,115.86,2023-10-29,11.9,316.1,1900.2,147.9
438,Fehi,Costa Rica,2.8,Good,5.23,Ripe,17.38,3.19,25.65,223.08,2023-10-14,4.1,341.3,1044.3,53.7
439,Manzano,Honduras,2.45,Processing,2.21,Turning,18.79,4.68,29.85,85.16,2023-10-31,4.3,419.4,2281.4,10.2
440,Red Dacca,India,1.96,Processing,5.04,Ripe,16.08,4.68,14.81,223.45,2023-09-04,11.5,191.1,1827.9,145.9
441,Cavendish,Ecuador,3.46,Good,6.82,Overripe,18.88,2.04,27.49,158.26,2023-09-22,6.8,958.9,1540.1,42.5
442,Fehi,Philippines,2.37,Processing,1.56,Green,18.79,2.87,26.61,116.99,2023-09-15,2.4,112.7,1413.7,29.9
443,Cavendish,Brazil,2.77,Good,5.04,Ripe,20.33,1.45,14.49,102.74,2023-09-19,15.0,201.3,2308.0,55.1
444,Fehi,India,2.58,Good,3.66,Turning,20.84,4.98,17.99,242.06,2023-10-27,2.6,967.1,1832.4,82.2
445,Plantain,India,2.64,Good,6.21,Overripe,18.08,4.92,18.19,92.35,2023-10-27,12.7,509.5,1359.3,100.4
446,Red Dacca,Ecuador,2.26,Processing,2.06,Turning,17.12,3.42,29.56,113.85,2023-09-25,11.7,1061.9,2378.2,18.5
447,Red Dacca,Honduras,2.12,Processing,5.16,Ripe,16.82,4.12,13.62,139.13,2023-10-22,19.4,836.1,2130.1,194.4
448,Blue Java,Honduras,2.75,Good,6.03,Overripe,16.36,3.72,25.98,185.44,2023-10-20,10.7,384.0,2717.3,146.1
449,Manzano,Colombia,2.4,Processing,6.67,Overripe,15.4,3.17,16.68,172.62,2023-10-30,3.1,976.2,1235.0,71.4
450,Blue Java,Brazil,2.63,Good,5.1,Ripe,17.4,0.74,24.62,101.36,2023-09-17,11.9,174.4,2571.3,70.6
451,Blue Java,Honduras,2.24,Processing,3.98,Turning,16.89,2.55,18.4,129.25,2023-09-08,17.1,804.6,2347.0,95.2
452,Blue Java,Costa Rica,3.1,Good,4.71,Ripe,21.76,3.54,21.57,120.59,2023-09-10,19.9,655.7,1230.0,129.0
453,Blue Java,Honduras,3.25,Good,6.21,Overripe,18.9,3.55,26.65,116.3,2023-09-23,9.7,401.8,2389.6,37.8
454,Blue Java,India,2.7,Good,4.42,Ripe,17.43,2.18,26.08,149.89,2023-09-28,7.8,906.0,1883.1,45.9
455,Burro,Ecuador,2.18,Processing,1.18,Green,19.06,4.74,27.33,199.69,2023-09-04,18.3,1307.0,2890.0,173.3
456,Red Dacca,Costa Rica,2.2,Processing,6.59,Overripe,15.97,1.25,11.19,116.97,2023-10-11,5.4,1498.4,1283.2,58.7
457,Blue Java,Colombia,2.87,Good,5.14,Ripe,18.11,2.75,23.84,142.34,2023-09-27,13.1,911.6,2285.7,82.2
458,Fehi,Brazil,2.54,Good,5.06,Ripe,19.38,3.61,12.8,146.46,2023-10-13,9.3,607.1,1764.0,175.5
459,Red Dacca,Colombia,2.05,Processing,2.29,Turning,18.42,3.64,18.32,246.0,2023-10-07,2.7,337.8,2913.6,136.0
460,Red Dacca,India,2.61,Good,4.95,Ripe,17.81,3.42,20.97,242.29,2023-09-16,8.3,385.6,1659.9,74.9
461,Lady Finger,Costa Rica,2.72,Good,3.36,Turning,21.96,1.74,18.05,216.02,2023-10-24,6.8,719.2,2924.4,139.9
462,Burro,Costa Rica,3.07,Good,4.91,Ripe,21.16,1.2,20.39,121.08,2023-09-10,14.3,550.9,2803.0,13.7
463,Blue Java,Costa Rica,2.57,Good,1.64,Green,19.36,3.36,29.93,91.57,2023-10-02,19.1,1370.7,1540.8,149.8
464,Cavendish,India,2.49,Processing,4.95,Ripe,18.99,3.2,12.7,133.87,2023-10-25,6.8,552.4,2607.1,102.5
465,Plantain,India,3.34,Good,7.0,Overripe,19.34,1.31,23.51,125.36,2023-09-28,16.6,560.2,2991.2,164.5
466,Manzano,Colombia,1.49,Unripe,1.29,Green,16.41,3.67,17.92,166.01,2023-09-10,3.0,575.3,1505.3,191.4
467,Fehi,Philippines,2.74,Good,6.86,Overripe,17.77,2.55,12.66,212.21,2023-10-07,11.7,1254.9,1873.6,185.9
468,Cavendish,Colombia,1.56,Processing,3.44,Turning,15.28,3.5,13.17,225.91,2023-09-30,3.3,976.2,2040.4,182.8
469,Burro,Brazil,3.18,Good,6.22,Overripe,18.33,4.27,28.99,223.63,2023-09-01,18.8,921.3,1589.9,107.3
470,Plantain,Ecuador,3.15,Good,5.69,Ripe,18.8,1.26,27.59,141.14,2023-10-16,15.8,501.2,1030.5,78.4
471,Burro,Costa Rica,2.48,Processing,4.4,Ripe,16.59,0.59,28.14,196.83,2023-09-02,13.8,1226.9,1440.3,98.4
472,Fehi,Philippines,3.53,Premium,5.43,Ripe,21.75,4.01,29.83,133.18,2023-10-31,16.8,57.5,1563.9,141.1
473,Red Dacca,Ecuador,3.15,Good,6.27,Overripe,21.37,3.24,14.17,90.35,2023-10-01,13.7,1306.2,1887.2,178.0
474,Plantain,Philippines,2.5,Processing,3.42,Turning,20.06,3.65,17.11,199.27,2023-09-01,19.4,769.1,1342.2,49.3
475,Red Dacca,Honduras,2.37,Processing,2.96,Turning,18.73,4.27,23.38,81.67,2023-10-15,14.9,597.4,2746.5,184.5
476,Fehi,Honduras,3.03,Good,5.01,Ripe,21.09,4.11,19.68,149.56,2023-10-21,18.6,745.8,2409.8,164.9
477,Cavendish,Guatemala,2.22,Processing,5.85,Ripe,15.91,4.82,18.37,135.99,2023-10-10,11.3,1001.1,1170.4,196.0
478,Fehi,Honduras,3.08,Good,5.57,Ripe,20.53,2.91,17.16,197.87,2023-10-08,4.1,19.1,2300.2,177.2
479,Cavendish,Colombia,2.56,Good,5.79,Ripe,15.87,2.7,21.88,210.26,2023-09-20,11.5,1307.3,2307.3,63.2
480,Plantain,Honduras,2.89,Good,3.61,Turning,20.56,2.31,21.51,131.7,2023-09-27,4.3,670.1,2912.4,30.1
481,Plantain,India,2.3,Processing,5.91,Ripe,16.93,1.19,13.23,217.98,2023-09-22,12.7,514.4,1006.0,31.3
482,Blue Java,Costa Rica,2.46,Processing,1.72,Green,21.14,3.08,19.43,129.97,2023-10-06,10.7,207.4,1495.9,65.3
483,Burro,Colombia,3.02,Good,4.27,Ripe,21.61,1.75,21.07,155.88,2023-10-04,13.2,659.2,2855.6,126.7
484,Blue Java,Ecuador,1.42,Unripe,1.03,Green,16.04,4.65,21.41,203.59,2023-10-15,2.2,744.5,2864.3,162.8
485,Burro,Guatemala,2.04,Processing,2.95,Turning,18.24,3.12,14.2,197.8,2023-09-29,5.5,605.5,2441.2,180.9
486,Blue Java,Guatemala,2.97,Good,3.2,Turning,21.87,3.17,24.85,247.85,2023-10-17,10.8,1018.0,2531.5,128.5
487,Red Dacca,Guatemala,2.02,Processing,3.38,Turning,18.38,2.1,10.5,118.28,2023-09-06,19.1,631.3,1183.0,11.1
488,Plantain,Ecuador,2.94,Good,5.17,Ripe,21.04,0.73,17.1,192.59,2023-09-10,8.9,1442.1,2027.8,45.4
489,Cavendish,Ecuador,2.59,Good,3.33,Turning,19.12,0.64,25.6,183.65,2023-09-04,9.6,898.9,1463.2,28.9
490,Burro,Ecuador,2.42,Processing,3.69,Turning,17.63,2.41,21.28,235.57,2023-09-03,14.9,1211.2,1362.4,79.0
491,Fehi,Ecuador,1.67,Processing,2.43,Turning,17.0,0.88,15.22,106.58,2023-09-19,12.9,164.0,2620.6,105.3
492,Burro,Guatemala,2.17,Processing,3.24,Turning,16.42,3.23,23.9,207.81,2023-09-29,7.4,595.9,1270.1,18.2
493,Cavendish,Guatemala,2.42,Processing,2.36,Turning,20.33,4.46,21.35,176.61,2023-10-13,9.4,505.3,1937.3,76.2
494,Blue Java,Philippines,1.98,Processing,1.44,Green,17.71,4.47,25.92,126.69,2023-10-16,5.9,854.2,2877.2,44.0
495,Burro,Colombia,2.81,Good,4.62,Ripe,18.58,3.47,24.7,160.65,2023-10-03,19.4,1291.7,1371.7,132.9
496,Manzano,Costa Rica,2.76,Good,5.01,Ripe,18.45,1.45,22.2,136.74,2023-09-18,4.4,117.5,2956.0,98.2
497,Red Dacca,Honduras,2.62,Good,4.72,Ripe,19.04,4.38,19.76,178.48,2023-09-05,8.7,108.9,2988.6,104.1
498,Plantain,Honduras,2.46,Processing,3.78,Turning,21.06,4.49,12.66,231.13,2023-10-12,2.5,1275.5,2111.2,91.3
499,Cavendish,India,2.55,Good,3.28,Turning,21.87,1.38,15.23,176.78,2023-10-06,6.0,319.3,1340.3,191.6
500,Plantain,Guatemala,2.71,Good,6.18,Overripe,17.85,3.82,18.38,187.39,2023-09-30,16.0,1003.1,1632.2,50.8
501,Manzano,India,3.0,Good,4.11,Ripe,20.79,1.79,21.99,168.19,2023-10-17,5.6,814.3,1849.0,108.2
502,Burro,Colombia,2.72,Good,3.88,Turning,20.35,4.11,20.27,88.7,2023-10-09,3.4,1249.3,1618.6,149.8
503,Burro,Colombia,1.68,Processing,1.15,Green,19.01,4.99,15.76,119.59,2023-09-30,10.5,187.6,1561.3,115.8
504,Fehi,India,2.23,Processing,3.05,Turning,21.69,0.64,10.13,163.64,2023-10-20,2.2,194.7,2944.5,186.5
505,Manzano,Guatemala,1.88,Processing,3.28,Turning,16.4,4.54,19.92,132.74,2023-09-16,3.5,835.2,1306.7,81.8
506,Cavendish,India,1.75,Processing,3.39,Turning,15.76,3.3,15.71,110.9,2023-09-15,16.5,1419.6,2466.7,98.1
507,Fehi,Honduras,3.04,Good,4.48,Ripe,20.98,4.88,24.69,165.7,2023-10-17,15.9,622.5,1000.8,26.8
508,Red Dacca,Philippines,2.16,Processing,4.2,Ripe,18.07,2.59,10.48,134.88,2023-09-14,18.5,490.4,2192.4,125.7
509,Fehi,Honduras,3.01,Good,4.65,Ripe,20.93,4.31,21.7,123.88,2023-09-01,17.4,910.0,2831.9,64.8
510,Lady Finger,Brazil,3.5,Good,5.59,Ripe,21.25,0.78,28.83,158.88,2023-10-15,14.3,1395.7,1575.9,40.5
511,Cavendish,Guatemala,2.14,Processing,5.88,Ripe,15.44,2.01,13.49,102.66,2023-09-09,2.9,1255.4,1371.1,113.5
512,Lady Finger,Guatemala,3.07,Good,5.31,Ripe,21.18,0.8,19.43,237.72,2023-09-12,16.1,1493.2,2303.4,111.1
513,Manzano,Costa Rica,2.5,Processing,6.73,Overripe,18.14,4.89,11.83,227.51,2023-09-23,17.2,33.9,2425.2,24.4
514,Blue Java,Ecuador,1.95,Processing,1.11,Green,18.57,4.18,22.51,200.3,2023-10-03,16.4,169.3,2376.1,142.7
515,Lady Finger,Brazil,2.22,Processing,2.17,Turning,19.39,4.34,21.01,98.06,2023-09-03,11.2,914.2,1638.6,128.5
516,Red Dacca,Colombia,2.11,Processing,1.05,Green,21.48,4.72,18.15,211.9,2023-10-25,6.2,1230.9,1504.4,45.9
517,Fehi,Guatemala,2.05,Processing,4.88,Ripe,15.13,0.88,20.43,217.35,2023-09-06,17.2,427.9,2911.8,99.2
518,Blue Java,India,3.33,Good,6.39,Overripe,18.34,2.24,27.93,210.52,2023-10-30,15.1,358.8,2846.6,146.9
519,Fehi,Brazil,2.08,Processing,2.46,Turning,19.81,0.82,13.93,99.37,2023-10-21,19.7,1180.5,1914.6,110.6
520,Lady Finger,Costa Rica,2.87,Good,6.56,Overripe,20.06,1.45,10.45,189.46,2023-10-13,4.8,84.6,2692.4,85.1
521,Fehi,Colombia,2.47,Processing,1.36,Green,19.85,1.53,27.23,221.84,2023-09-22,6.1,554.1,1904.6,71.2
522,Manzano,Ecuador,2.73,Good,6.61,Overripe,15.94,2.61,21.54,178.15,2023-09-30,5.8,758.7,1848.8,126.0
523,Blue Java,Ecuador,2.41,Processing,3.11,Turning,17.1,1.71,27.81,189.89,2023-10-11,16.3,840.5,1313.5,188.4
524,Manzano,Costa Rica,1.86,Processing,1.61,Green,17.51,0.95,21.94,157.92,2023-10-21,5.4,1092.9,1852.8,137.6
525,Lady Finger,Costa Rica,3.05,Good,3.92,Turning,20.63,1.25,26.2,169.88,2023-09-14,3.2,532.3,2074.8,24.2
526,Manzano,India,1.84,Processing,2.54,Turning,16.95,1.16,18.59,85.84,2023-09-03,20.0,919.0,1045.0,97.5
527,Red Dacca,Guatemala,1.95,Processing,2.71,Turning,16.47,4.88,25.0,188.62,2023-10-18,2.4,878.1,1888.2,179.3
528,Lady Finger,Ecuador,2.96,Good,2.84,Turning,21.7,3.92,28.26,93.85,2023-10-04,17.0,821.4,2562.7,27.9
529,Lady Finger,Colombia,2.2,Processing,5.82,Ripe,15.06,4.85,21.44,153.95,2023-09-19,8.6,960.7,2360.1,197.9
530,Lady Finger,Brazil,2.79,Good,4.23,Ripe,21.98,2.48,13.62,129.75,2023-10-19,17.1,389.2,2270.3,190.3
531,Cavendish,Colombia,2.3,Processing,2.87,Turning,19.74,1.75,15.38,172.72,2023-10-16,12.0,127.0,2819.1,24.9
532,Fehi,Philippines,2.7,Good,4.66,Ripe,20.8,4.09,13.97,102.68,2023-10-08,18.2,178.9,1036.1,187.3
533,Cavendish,Philippines,2.35,Processing,5.3,Ripe,17.06,1.97,14.94,197.58,2023-09-25,18.7,336.9,2114.1,79.0
534,Cavendish,Costa Rica,1.52,Processing,2.64,Turning,15.1,1.85,16.13,215.15,2023-10-05,2.2,750.3,2574.7,170.5
535,Red Dacca,India,2.71,Good,3.48,Turning,20.17,1.55,21.1,107.77,2023-09-22,3.4,1260.7,2082.7,89.5
536,Blue Java,Philippines,2.45,Processing,1.73,Green,20.84,1.08,21.76,97.73,2023-10-03,6.5,1051.9,1647.8,93.8
537,Fehi,Ecuador,2.34,Processing,2.09,Turning,20.18,1.65,18.53,104.74,2023-10-02,14.0,1183.6,1272.5,130.5
538,Manzano,Colombia,2.44,Processing,5.09,Ripe,16.0,2.1,22.31,229.11,2023-10-25,18.0,526.5,2775.1,157.2
539,Burro,Colombia,2.06,Processing,2.09,Turning,20.27,3.53,11.63,169.79,2023-10-02,10.3,607.0,1941.5,16.4
540,Lady Finger,Costa Rica,2.43,Processing,4.15,Ripe,20.38,0.78,11.76,159.43,2023-10-05,12.9,590.5,2756.2,122.7
541,Manzano,Guatemala,2.65,Good,5.25,Ripe,19.61,1.45,13.44,98.14,2023-10-05,5.4,287.8,2171.7,45.5
542,Lady Finger,Guatemala,2.27,Processing,1.64,Green,20.36,4.14,20.36,190.42,2023-09-23,16.5,91.8,2348.4,75.7
543,Red Dacca,Brazil,2.7,Good,4.4,Ripe,20.92,1.16,14.28,227.56,2023-10-21,19.4,886.4,2608.5,76.1
544,Lady Finger,Costa Rica,2.21,Processing,2.54,Turning,19.3,2.04,15.67,220.79,2023-10-14,6.8,1483.8,2318.3,99.1
545,Cavendish,Honduras,2.39,Processing,6.78,Overripe,15.62,4.39,18.01,186.43,2023-09-29,10.9,250.2,1796.1,73.5
546,Fehi,Brazil,2.67,Good,3.9,Turning,18.41,1.2,26.24,92.8,2023-09-16,3.6,70.0,2027.3,30.4
547,Burro,Honduras,1.91,Processing,5.84,Ripe,15.54,0.87,10.28,99.11,2023-10-07,12.1,1169.3,2606.1,37.7
548,Plantain,Guatemala,2.64,Good,4.3,Ripe,17.85,2.68,22.99,88.38,2023-10-07,11.1,378.9,1747.3,16.4
549,Lady Finger,Costa Rica,2.0,Processing,1.26,Green,17.85,1.86,23.38,123.77,2023-09-16,4.6,1244.5,1776.2,99.3
550,Manzano,Honduras,2.42,Processing,4.8,Ripe,15.46,3.04,25.97,103.06,2023-10-07,10.0,1055.9,1191.4,191.3
551,Cavendish,Costa Rica,3.13,Good,6.71,Overripe,17.44,4.12,28.66,124.21,2023-10-05,8.0,1418.5,2829.2,32.0
552,Plantain,Costa Rica,1.73,Processing,4.61,Ripe,15.78,1.12,10.4,145.46,2023-09-24,11.4,613.4,1182.1,189.8
553,Burro,Guatemala,2.99,Good,5.92,Ripe,20.66,3.11,13.08,240.31,2023-10-04,12.5,993.0,2296.4,149.3
554,Plantain,Brazil,3.74,Premium,6.31,Overripe,21.63,2.77,27.72,183.76,2023-10-16,2.2,697.3,1826.4,131.1
555,Cavendish,Brazil,1.59,Processing,2.37,Turning,15.51,1.15,19.17,221.95,2023-10-29,15.7,945.9,1811.2,132.6
556,Fehi,Costa Rica,2.62,Good,2.27,Turning,21.69,3.31,21.29,200.76,2023-10-01,14.8,674.4,2359.1,167.1
557,Fehi,Philippines,2.8,Good,4.67,Ripe,18.66,1.73,23.26,99.13,2023-09-21,8.6,282.9,1134.2,30.3
558,Blue Java,India,2.37,Processing,3.47,Turning,17.1,2.7,23.58,205.11,2023-09-23,3.0,761.8,2187.4,105.9
559,Fehi,Guatemala,2.68,Good,6.04,Overripe,15.54,0.87,28.63,126.77,2023-10-30,15.6,792.9,2544.1,142.4
560,Blue Java,India,3.45,Good,6.4,Overripe,18.5,2.57,29.94,188.65,2023-10-14,19.2,1215.9,2656.4,121.5
561,Plantain,India,2.86,Good,3.12,Turning,20.56,1.88,24.4,137.96,2023-10-26,6.3,1103.3,1341.1,168.2
562,Red Dacca,Brazil,2.17,Processing,2.42,Turning,19.95,4.2,15.74,249.6,2023-10-05,7.8,995.7,2794.8,23.7
563,Manzano,Brazil,2.52,Good,5.68,Ripe,15.35,0.76,27.6,124.8,2023-10-30,5.3,170.1,2312.3,141.2
564,Manzano,Philippines,1.44,Unripe,2.65,Turning,15.51,2.38,10.98,127.45,2023-10-18,12.4,1080.9,2763.7,111.5
565,Plantain,India,2.64,Good,5.94,Ripe,17.82,2.56,14.62,238.21,2023-10-06,4.8,750.5,1970.6,82.0
566,Lady Finger,India,2.44,Processing,3.54,Turning,17.07,3.76,27.95,84.19,2023-09-07,8.4,1341.1,2084.1,74.7
567,Lady Finger,Costa Rica,2.22,Processing,5.01,Ripe,16.63,3.08,15.12,198.44,2023-10-15,14.5,1379.8,2838.1,128.0
568,Fehi,Brazil,1.52,Processing,1.57,Green,16.97,3.5,14.41,203.31,2023-10-28,12.1,82.7,2799.8,179.3
569,Manzano,India,2.65,Good,4.74,Ripe,20.62,4.0,12.76,222.18,2023-09-08,9.0,1231.0,1896.3,104.3
570,Manzano,Colombia,3.04,Good,3.71,Turning,21.5,4.38,27.18,245.65,2023-09-03,9.6,56.5,1548.8,166.7
571,Blue Java,Philippines,2.52,Good,4.52,Ripe,17.84,1.91,20.0,245.85,2023-09-07,12.1,550.8,1786.3,86.4
572,Red Dacca,Honduras,2.7,Good,2.01,Turning,21.34,2.92,23.5,91.1,2023-09-07,2.1,813.4,1775.5,29.5
573,Cavendish,Colombia,2.27,Processing,5.42,Ripe,17.25,4.28,14.78,219.71,2023-09-19,3.4,222.2,1573.7,21.7
574,Lady Finger,Colombia,2.95,Good,6.18,Overripe,18.34,4.95,25.16,189.87,2023-10-29,17.9,1119.5,1537.2,19.8
575,Manzano,Honduras,1.93,Processing,2.3,Turning,16.58,4.5,25.2,190.05,2023-10-25,3.4,12.5,2722.1,82.2
576,Blue Java,Guatemala,2.08,Processing,1.57,Green,19.48,2.17,16.25,101.82,2023-10-23,14.7,252.9,1139.7,74.1
577,Burro,Guatemala,2.24,Processing,1.14,Green,21.85,1.38,18.21,190.53,2023-09-15,18.6,871.2,2355.2,146.4
578,Blue Java,Philippines,2.62,Good,4.85,Ripe,19.22,2.7,14.19,247.02,2023-09-19,6.9,1071.6,1345.6,151.1
579,Lady Finger,Colombia,2.79,Good,4.64,Ripe,17.5,3.84,29.53,235.01,2023-09-20,8.7,1375.0,1689.0,19.7
580,Lady Finger,India,2.91,Good,4.28,Ripe,19.53,2.72,22.91,154.65,2023-09-11,12.2,1058.2,1123.1,52.0
581,Blue Java,Brazil,2.15,Processing,2.39,Turning,15.86,2.67,28.69,86.79,2023-09-01,17.9,1007.7,1539.9,62.1
582,Cavendish,Philippines,2.54,Good,3.35,Turning,21.22,4.27,16.07,141.59,2023-09-07,19.0,591.5,2536.8,114.0
583,Plantain,Costa Rica,2.89,Good,4.57,Ripe,18.52,2.13,25.64,220.49,2023-10-08,15.3,1.9,2770.0,37.5
584,Lady Finger,Honduras,2.55,Good,3.98,Turning,18.15,4.37,25.32,199.25,2023-10-09,3.6,180.2,1443.1,35.4
585,Blue Java,Colombia,3.41,Good,6.93,Overripe,19.1,2.33,23.83,158.09,2023-09-30,14.0,801.8,1927.1,189.3
586,Manzano,Philippines,2.61,Good,1.82,Green,19.37,1.98,29.31,89.37,2023-09-22,9.4,1012.7,1940.6,162.8
587,Blue Java,Ecuador,2.23,Processing,5.17,Ripe,15.5,2.54,17.87,152.57,2023-09-21,10.5,626.2,2747.2,44.3
588,Red Dacca,Ecuador,2.24,Processing,3.43,Turning,19.78,3.93,12.61,159.73,2023-09-15,2.9,1096.0,2525.6,87.2
589,Plantain,Guatemala,2.19,Processing,3.57,Turning,16.69,1.07,23.43,237.85,2023-09-26,5.4,782.8,2026.2,77.6
590,Burro,Honduras,3.17,Good,5.31,Ripe,20.0,1.38,24.59,188.98,2023-09-27,16.2,111.3,2341.5,160.3
591,Cavendish,Brazil,3.02,Good,5.15,Ripe,20.76,4.78,21.5,132.98,2023-10-05,10.2,288.0,2694.7,106.9
592,Fehi,India,3.17,Good,6.95,Overripe,20.63,1.29,14.14,169.3,2023-09-21,7.4,1260.0,1019.1,34.3
593,Burro,Brazil,2.15,Processing,1.77,Green,18.87,3.05,20.09,91.23,2023-09-24,8.9,1087.4,1805.8,150.4
594,Plantain,Brazil,1.92,Processing,1.62,Green,18.64,3.11,16.24,245.34,2023-10-11,17.4,1342.1,2814.5,85.4
595,Plantain,Brazil,2.36,Processing,5.35,Ripe,16.0,2.7,18.55,141.21,2023-09-07,15.5,176.3,2480.6,60.0
596,Plantain,Honduras,3.02,Good,4.47,Ripe,20.43,3.4,22.9,161.24,2023-10-02,6.9,1485.3,2085.7,81.3
597,Burro,Brazil,2.14,Processing,2.64,Turning,16.9,1.53,24.9,140.4,2023-10-31,4.1,314.1,2059.3,104.6
598,Manzano,Costa Rica,1.81,Processing,1.48,Green,18.48,2.99,14.64,196.03,2023-10-30,6.5,17.7,1695.5,75.2
599,Plantain,Honduras,1.73,Processing,1.51,Green,16.99,2.17,18.11,192.58,2023-10-28,18.6,1496.1,2041.0,56.0
600,Blue Java,Costa Rica,2.35,Processing,6.37,Overripe,15.94,3.48,15.38,201.6,2023-09-16,12.5,421.6,2310.8,85.7
601,Burro,Honduras,1.99,Processing,2.15,Turning,19.41,1.14,13.97,125.58,2023-09-05,11.6,1002.0,1836.7,13.6
